InvoiceNo,CustomerID,Date,ProductCategory,Quantity,UnitPrice,DiscountApplied,ReviewRating,IsFirstPurchase,MarketingChannel,Country,TimeOnSite,ShippingCost,ItemsInCart,PreviousSpending,BrowsingSessions,TotalAmount,,,,,,
INV106925,CUST1260,1/12/2023,Home,10,60.5,41.2,4,0,Ads,UK,364.3,13.2,10,306.41,1,368.94,,259.26,,605,249.26,368.94
INV108882,CUST1425,1/13/2023,Toys,5,31.31,29.6,,1,Organic,USA,316.1,0,8,0,2,110.21,,54.3388,,156.55,46.3388,110.21
INV103412,CUST1722,1/13/2023,Toys,8,20.62,0,,0,Social,USA,343.1,3.93,8,248.06,4,168.89,,8,,164.96,0,168.89
INV104747,CUST1503,1/13/2023,Beauty,6,26.39,10.8,3,1,Referral,USA,341.5,12.44,7,0,2,153.68,,24.10072,,158.34,17.10072,153.68
INV103419,CUST1489,1/13/2023,Clothing,5,32.32,19.7,4,0,Organic,UK,36.7,11.3,6,350.68,3,141.06,,37.8352,,161.6,31.8352,141.06
INV100058,CUST1618,1/13/2023,Home,7,38.4,0,2,0,Email,France,353.3,15.55,7,113.18,3,284.35,,7,,268.8,0,284.35
INV100764,CUST1308,1/13/2023,Beauty,8,38.65,46.5,4,0,Social,UK,280.9,7.96,8,250.79,2,173.38,,151.778,,309.2,143.778,173.38
INV109445,CUST1485,1/13/2023,Toys,11,28.02,7.8,5,0,Email,USA,355.3,5.13,12,340.46,6,289.31,,36.04116,,308.22,24.04116,289.31
INV102975,CUST1190,1/13/2023,Clothing,11,59.15,43.9,5,0,Organic,France,487.1,3.37,14,201.91,2,368.38,,299.63535,,650.65,285.63535,368.38
INV105065,CUST1102,1/13/2023,Electronics,9,103.28,14.8,,0,Social,Germany,289.2,25.68,9,321.97,3,817.63,,146.56896,,929.52,137.56896,817.63
INV109491,CUST1961,1/13/2023,Electronics,12,108.41,9,4,0,Organic,Germany,480.9,7.46,12,364.01,5,1191.3,,129.0828,,1300.92,117.0828,1191.30
INV106352,CUST1754,1/13/2023,Electronics,11,97.34,0,5,0,Referral,France,367.3,13.14,13,363.56,5,1083.88,,13,,1070.74,0,1083.88
INV101013,CUST1019,1/13/2023,Clothing,3,37.9,47.5,5,1,Social,USA,124.9,17.81,4,0,3,77.5,,58.0075,,113.7,54.0075,77.50
INV101201,CUST1484,1/13/2023,Clothing,6,31.36,31.3,4,1,Ads,USA,367.2,3.71,8,0,3,132.98,,66.89408,,188.16,58.89408,132.98
INV107732,CUST1912,1/14/2023,Home,9,58.29,17.8,4,0,Organic,France,352.4,17.16,12,176.3,2,448.39,,105.38058,,524.61,93.38058,448.39
INV106979,CUST1177,1/14/2023,Clothing,15,32.28,0,,0,Email,USA,599.8,7.05,15,418.25,4,491.25,,15,,484.2,0,491.25
INV109191,CUST1248,1/14/2023,Home,10,61.49,25.2,,0,Ads,Canada,356.1,15.09,10,294.59,3,475.04,,164.9548,,614.9,154.9548,475.04
INV104843,CUST1720,1/14/2023,Sports,4,41.22,6.6,,1,Email,France,278.5,10.71,5,0,4,164.71,,15.88208,,164.88,10.88208,164.71
INV103950,CUST1059,1/14/2023,Beauty,10,35.17,23.3,4,0,Referral,USA,265.5,11.12,10,274.75,2,280.87,,91.9461,,351.7,81.9461,280.87
INV103637,CUST1097,1/14/2023,Electronics,8,106.2,0,4,0,Ads,UK,351.3,9.99,8,168.1,2,859.59,,8,,849.6,0,859.59
INV103470,CUST1587,1/14/2023,Clothing,1,18.82,0,3,1,Organic,Australia,30,8.45,1,0,6,27.27,,1,,18.82,0,27.27
INV102297,CUST1179,1/14/2023,Clothing,12,28.77,0,3,0,Organic,USA,620.7,11.96,12,243.84,3,357.2,,12,,345.24,0,357.20
INV108242,CUST1351,1/14/2023,Home,7,57.98,50.1,1,0,Referral,Germany,147.4,18.55,8,366.83,3,221.07,,211.33586,,405.86,203.33586,221.07
INV107597,CUST1825,1/14/2023,Electronics,7,85.08,0,3,1,Ads,Germany,293.5,11.54,8,0,4,607.1,,8,,595.56,0,607.10
INV103668,CUST1163,1/14/2023,Home,6,89.22,48.7,4,0,Organic,USA,228.4,14.68,6,387.86,7,289.3,,266.70084,,535.32,260.70084,289.30
INV108921,CUST1764,1/14/2023,Electronics,5,115.98,40.8,4,1,Email,France,314.2,7.65,7,0,3,350.95,,243.5992,,579.9,236.5992,350.95
INV107869,CUST1263,1/14/2023,Electronics,10,138.41,20.2,2,0,Email,Canada,265.9,4.99,10,396.86,2,1109.5,,289.5882,,1384.1,279.5882,1109.50
INV108984,CUST1530,1/14/2023,Clothing,24,81.06,22.7,4,0,Organic,USA,,1.76,6,273.96,1,1505.59,,447.61488,,1945.44,441.61488,1505.59
INV104099,CUST1980,1/14/2023,Sports,4,36.11,5.6,3,1,Ads,UK,212.9,20.49,6,0,4,156.84,,14.08864,,144.44,8.08864,156.84
INV105675,CUST1360,1/15/2023,Home,8,55.14,22.7,3,0,Ads,Canada,382.8,13.94,8,225.63,5,354.93,,108.13424,,441.12,100.13424,354.93
INV100470,CUST1597,1/15/2023,Electronics,4,74.58,0,3,0,Organic,Germany,152.9,12.13,4,129.07,2,310.45,,4,,298.32,0,310.45
INV108178,CUST1380,1/15/2023,Home,9,49.2,10.3,4,0,nan,France,278.1,8.86,10,152.19,6,406.05,,55.6084,,442.8,45.6084,406.05
INV101696,CUST1250,1/15/2023,Beauty,6,22.68,31.2,,0,Social,USA,186.9,9.83,6,280.72,2,103.45,,48.45696,,136.08,42.45696,103.45
INV104089,CUST1173,1/15/2023,Electronics,7,85.53,0,4,0,Email,UK,180.1,12.87,7,422.44,4,611.58,,7,,598.71,0,611.58
INV108839,CUST1032,1/15/2023,Clothing,2,18.35,0,5,1,nan,UK,167.3,7.77,4,0,2,44.47,,4,,36.7,0,44.47
INV101349,CUST1289,1/15/2023,Electronics,13,113.65,21.6,,0,Social,Germany,400.8,11.27,13,382.44,4,1169.59,,332.1292,,1477.45,319.1292,1169.59
INV108042,CUST1986,1/15/2023,Home,7,52.36,42.8,4,0,Organic,UK,144.7,9.65,9,240.86,1,219.3,,165.87056,,366.52,156.87056,219.30
INV101159,CUST1217,1/15/2023,Home,4,79.83,35.4,,1,Email,USA,306.3,13.72,6,0,3,220,,119.03928,,319.32,113.03928,220.00
INV105090,CUST1963,1/15/2023,Home,2,42.97,7.8,4,1,Email,USA,194.9,7.34,4,0,6,86.58,,10.70332,,85.94,6.70332,86.58
INV102413,CUST1323,1/15/2023,Sports,11,32.49,8,5,0,Organic,Germany,335,12.38,11,319.75,3,341.18,,39.5912,,357.39,28.5912,341.18
INV108506,CUST1776,1/15/2023,Clothing,10,50.55,41.5,3,0,Referral,USA,487.7,8.47,11,262.32,6,304.19,,220.7825,,505.5,209.7825,304.19
INV108469,CUST1992,1/15/2023,Electronics,10,92.98,0,4,0,Social,USA,257.5,18.38,11,532.29,1,948.18,,11,,929.8,0,948.18
INV100042,CUST1714,1/15/2023,Clothing,8,47.98,45,3,0,Email,USA,159.9,12.2,9,322.44,3,223.31,,181.728,,383.84,172.728,223.31
INV108963,CUST1576,1/15/2023,Electronics,6,109.49,27.1,3,0,Email,Germany,130,3.24,7,338.27,2,482.15,,185.03074,,656.94,178.03074,482.15
INV108047,CUST1986,1/15/2023,Clothing,15,58.19,37,4,0,Ads,USA,525.1,14.24,17,454.7,4,564.14,,339.9545,,872.85,322.9545,564.14
INV109486,CUST1389,1/16/2023,Sports,5,63.67,54.9,,0,Email,USA,216.9,9.45,6,43.19,3,153.03,,180.77415,,318.35,174.77415,153.03
INV107795,CUST1931,1/16/2023,Home,8,48.7,25.8,4,1,Email,USA,459.8,7.18,9,0,2,296.26,,109.5168,,389.6,100.5168,296.26
INV103313,CUST1341,1/16/2023,Electronics,6,73.61,0,3,0,Email,Germany,173,6.69,6,281.08,4,448.35,,6,,441.66,0,448.35
INV105858,CUST1462,1/16/2023,Clothing,8,46.62,43.9,5,0,Ads,France,266.4,22.34,8,282.37,1,231.57,,171.72944,,372.96,163.72944,231.57
INV101168,CUST1901,1/16/2023,Home,8,70.78,34.1,5,0,Ads,Australia,305.6,9.73,9,180.08,3,382.88,,202.08784,,566.24,193.08784,382.88
INV102295,CUST1764,1/16/2023,Sports,10,37.15,15,3,0,Organic,UK,372,17.54,12,241.91,1,333.32,,67.725,,371.5,55.725,333.32
INV102692,CUST1083,1/16/2023,Sports,7,34.5,0,3,1,Ads,Australia,328.7,4.09,9,0,3,245.59,,9,,241.5,0,245.59
INV108180,CUST1322,1/16/2023,Clothing,10,33.46,17.3,3,0,Ads,Canada,336,16.82,11,324.85,1,293.53,,68.8858,,334.6,57.8858,293.53
INV108065,CUST1119,1/16/2023,Home,8,68.16,50.2,4,0,Social,Germany,253.9,13.27,10,340.61,5,284.82,,283.73056,,545.28,273.73056,284.82
INV106443,CUST1419,1/16/2023,Electronics,13,102.45,0,4,0,Referral,USA,453,6.63,15,360.87,3,1338.48,,15,,1331.85,0,1338.48
INV100335,CUST1590,1/16/2023,Electronics,4,82.79,0,1,0,Organic,UK,213.2,18.39,4,102.14,4,349.55,,4,,331.16,0,349.55
INV105774,CUST1181,1/17/2023,Clothing,4,34.07,0,4,1,Ads,USA,225.8,19.93,5,0,3,156.21,,5,,136.28,0,156.21
INV100244,CUST1613,1/17/2023,Clothing,13,41.17,34.5,,0,Organic,France,374,16.45,14,595.51,1,367.01,,198.64745,,535.21,184.64745,367.01
INV102397,CUST1772,1/17/2023,Sports,7,30,0,5,0,Organic,Australia,299.6,9.85,7,308.55,2,219.85,,7,,210,0,219.85
INV107106,CUST1229,1/17/2023,Home,6,59.4,50.3,4,0,nan,USA,173.5,15.63,6,368.62,2,192.76,,185.2692,,356.4,179.2692,192.76
INV109438,CUST1729,1/17/2023,Electronics,10,136.03,27.6,4,0,Ads,UK,387.2,10.38,11,302.36,2,995.24,,386.4428,,1360.3,375.4428,995.24
INV103967,CUST1867,1/17/2023,Beauty,8,27.47,0,4,0,Email,France,346.8,8.59,8,122.83,4,228.35,,8,,219.76,0,228.35
INV103910,CUST1605,1/17/2023,Electronics,9,126.79,15.4,5,0,Organic,USA,344.7,1.89,10,281.33,4,967.27,,185.73094,,1141.11,175.73094,967.27
INV106812,CUST1956,1/17/2023,Electronics,9,71.28,0,5,0,Email,USA,256.9,6.99,9,302.92,4,648.51,,9,,641.52,0,648.51
INV107007,CUST1136,1/17/2023,Clothing,9,34.74,0,,0,Email,UK,334.6,9.06,9,241.65,3,321.72,,9,,312.66,0,321.72
INV100312,CUST1072,1/17/2023,Clothing,9,46.91,33.9,4,0,Email,Germany,314.5,8.55,10,368.07,2,287.62,,153.12241,,422.19,143.12241,287.62
INV107913,CUST1379,1/17/2023,Electronics,4,122.72,26.9,3,1,Ads,UK,346.5,11.52,9,0,1,370.35,,141.04672,,490.88,132.04672,370.35
INV107775,CUST1523,1/17/2023,Clothing,7,39.56,17.2,5,1,Ads,Germany,370,11.14,9,0,3,240.43,,56.63024,,276.92,47.63024,240.43
INV107230,CUST1339,1/17/2023,Home,10,46.92,0,3,0,Social,France,206,11.13,10,333.6,3,480.33,,10,,469.2,0,480.33
INV101073,CUST1203,1/18/2023,Clothing,5,36.02,24.4,4,1,Ads,France,256.5,19.9,5,0,6,156.06,,48.9444,,180.1,43.9444,156.06
INV104979,CUST1256,1/18/2023,Electronics,8,122.81,31.3,3,0,Social,UK,241.4,11.86,8,413.82,1,686.82,,315.51624,,982.48,307.51624,686.82
INV102241,CUST1610,1/18/2023,Clothing,7,22.28,0,3,0,Email,USA,273.1,3.49,7,162.52,3,159.45,,7,,155.96,0,159.45
INV107788,CUST1394,1/18/2023,Home,9,49.62,0,4,0,Organic,UK,272.7,15.72,9,477.14,5,462.3,,9,,446.58,0,462.30
INV104742,CUST1517,1/18/2023,Sports,7,30.01,0,4,0,Ads,USA,125.2,13.3,8,380.09,3,223.37,,8,,210.07,0,223.37
INV107263,CUST1815,1/18/2023,Clothing,12,46.06,26,4,0,Organic,UK,401.8,8.62,12,453.3,4,417.63,,155.7072,,552.72,143.7072,417.63
INV104507,CUST1890,1/18/2023,Home,6,42.01,0,,0,Organic,Australia,261.5,9.57,6,137.35,5,261.63,,6,,252.06,0,261.63
INV100821,CUST1644,1/18/2023,Clothing,9,32.68,18.4,4,0,Social,Australia,290.1,9.58,9,385.35,2,249.58,,63.11808,,294.12,54.11808,249.58
INV100100,CUST1363,1/18/2023,Electronics,9,90.2,0,5,0,Social,USA,307.8,16.44,9,208.02,1,828.24,,9,,811.8,0,828.24
INV102421,CUST1815,1/18/2023,Electronics,7,86.48,0,4,0,Organic,UK,245,12.78,9,286.7,4,618.14,,9,,605.36,0,618.14
INV104010,CUST1248,1/18/2023,Clothing,9,28.71,0,3,0,Social,USA,414.2,15.24,9,151.59,3,273.63,,9,,258.39,0,273.63
INV101233,CUST1603,1/19/2023,Home,7,59.59,0,,1,Organic,France,357.6,5.6,11,0,4,422.73,,11,,417.13,0,422.73
INV101426,CUST1781,1/19/2023,Beauty,8,32.53,50.4,3,1,Email,USA,414.4,4.09,10,0,5,133.17,,141.16096,,260.24,131.16096,133.17
INV107273,CUST1529,1/19/2023,Home,5,57.25,12,2,1,Ads,USA,284.4,17.38,6,0,3,269.28,,40.35,,286.25,34.35,269.28
INV107879,CUST1532,1/19/2023,Electronics,9,171.8,54.7,3,0,Organic,USA,447.2,7.15,12,279.54,6,707.58,,857.7714,,1546.2,845.7714,707.58
INV106737,CUST1426,1/19/2023,Sports,4,32.48,0,4,0,Organic,UK,207.7,11.34,5,184.2,5,141.26,,5,,129.92,0,141.26
INV104055,CUST1957,1/19/2023,Clothing,2,26.52,28.3,,1,Referral,Australia,61.6,12.27,2,0,2,50.3,,17.01032,,53.04,15.01032,50.30
INV106483,CUST1439,1/19/2023,Home,5,63.1,40.3,3,1,Organic,UK,323.5,2.19,6,0,3,190.54,,133.1465,,315.5,127.1465,190.54
INV105604,CUST1391,1/19/2023,Sports,14,39.56,0,2,0,Organic,UK,495.4,12.43,14,449.11,2,566.27,,14,,553.84,0,566.27
INV104393,CUST1369,1/19/2023,Sports,5,32.78,0,5,0,Email,France,245.8,13.52,8,90.4,3,177.42,,8,,163.9,0,177.42
INV105981,CUST1827,1/19/2023,Electronics,14,113.02,12.8,1,0,nan,Germany,606.8,4.14,14,380.32,5,1383.89,,216.53184,,1582.28,202.53184,1383.89
INV102899,CUST1302,1/19/2023,Electronics,7,82.73,0,4,0,Ads,France,363.7,1.33,8,115.87,3,580.44,,8,,579.11,0,580.44
INV105238,CUST1907,1/19/2023,Sports,4,55.21,28.6,3,1,Email,Germany,280.5,1.82,5,0,6,159.5,,68.16024,,220.84,63.16024,159.50
INV100640,CUST1685,1/20/2023,Electronics,8,136.98,41.7,4,0,Social,USA,223.3,6.93,9,219.15,3,645.8,,465.96528,,1095.84,456.96528,645.80
INV108760,CUST1448,1/20/2023,Clothing,18,82.5,24.8,,0,Email,USA,152.7,14.23,7,195.26,4,1130.95,,375.28,,1485,368.28,1130.95
INV109380,CUST1545,1/20/2023,Electronics,9,138.31,35.3,,0,Referral,USA,,20.58,9,353.18,6,825.96,,448.41087,,1244.79,439.41087,825.96
INV108423,CUST1055,1/20/2023,Home,7,65.8,28.1,,0,Email,UK,420.7,2.71,8,158.42,3,333.88,,137.4286,,460.6,129.4286,333.88
INV103217,CUST1923,1/20/2023,Home,11,54.65,13.3,4,0,Ads,UK,446.6,16.01,12,214.14,7,537.21,,91.95295,,601.15,79.95295,537.21
INV107336,CUST1813,1/20/2023,Home,7,46.78,0,4,0,Email,USA,445.6,8.06,8,61.24,6,335.52,,8,,327.46,0,335.52
INV107705,CUST1235,1/20/2023,Clothing,11,48.02,49.9,,0,Referral,USA,295.9,8.56,12,331.51,1,273.2,,275.58178,,528.22,263.58178,273.20
INV107781,CUST1944,1/20/2023,Clothing,8,29.75,24.4,4,0,Ads,Germany,167.8,5.33,8,431.94,1,185.26,,66.072,,238,58.072,185.26
INV108525,CUST1299,1/20/2023,Sports,7,66.33,52.6,3,0,Email,USA,237.3,18.73,7,336.22,1,238.81,,251.22706,,464.31,244.22706,238.81
INV106134,CUST1503,1/20/2023,Clothing,8,43.96,33.8,3,0,Organic,UK,393,8.42,9,220.12,7,241.23,,127.86784,,351.68,118.86784,241.23
INV105339,CUST1205,1/20/2023,Clothing,8,27.66,26.8,3,0,Organic,USA,205.2,17.17,8,342.95,1,179.15,,67.30304,,221.28,59.30304,179.15
INV103409,CUST1753,1/20/2023,Sports,33,169.6,6,3,0,Ads,Germany,319.5,13.17,13,378.1,7,5274.16,,348.808,,5596.8,335.808,5274.16
INV103626,CUST1876,1/21/2023,Electronics,6,107.73,22.7,3,0,Social,USA,278.9,0,6,171.73,3,499.65,,152.72826,,646.38,146.72826,499.65
INV108265,CUST1738,1/21/2023,Clothing,1,37.71,49.6,5,1,Organic,USA,30,6.03,3,0,3,25.04,,21.70416,,37.71,18.70416,25.04
INV103107,CUST1256,1/21/2023,Sports,6,36.09,0,4,1,Organic,USA,312.3,20.06,7,0,4,236.6,,7,,216.54,0,236.60
INV104216,CUST1043,1/21/2023,Home,10,37.24,0,3,0,Email,Australia,,7.83,11,438.15,3,380.23,,11,,372.4,0,380.23
INV100794,CUST1527,1/21/2023,Clothing,2,23.22,0,4,1,Email,USA,82,7.91,2,0,5,54.35,,2,,46.44,0,54.35
INV103488,CUST1354,1/21/2023,Clothing,8,18.58,14.3,3,0,Organic,France,173.2,14.41,12,335.12,6,141.79,,33.25552,,148.64,21.25552,141.79
INV103066,CUST1075,1/21/2023,Home,5,35.69,0,,1,Organic,USA,290.6,11.16,6,0,2,189.61,,6,,178.45,0,189.61
INV106754,CUST1901,1/21/2023,Electronics,8,121.23,31.5,3,1,Referral,USA,368.2,1.63,8,0,2,665.97,,313.4996,,969.84,305.4996,665.97
INV100285,CUST1552,1/21/2023,Beauty,7,28.56,37.9,,1,Organic,France,362.5,18.87,9,0,2,143.02,,84.76968,,199.92,75.76968,143.02
INV105638,CUST1163,1/21/2023,Clothing,8,25.76,9.4,1,0,Referral,USA,,2.92,10,356.14,2,189.63,,29.37152,,206.08,19.37152,189.63
INV104389,CUST1306,1/21/2023,Home,13,79.45,39.5,3,0,Email,UK,,8.27,13,394.5,3,633.14,,420.97575,,1032.85,407.97575,633.14
INV101743,CUST1467,1/21/2023,Clothing,5,26.34,0,4,1,nan,UK,243.1,2.03,5,0,8,133.73,,5,,131.7,0,133.73
INV108279,CUST1484,1/21/2023,Home,11,49.87,8.6,4,0,Email,France,422.5,8.31,11,234.08,3,509.7,,58.17702,,548.57,47.17702,509.70
INV103384,CUST1841,1/21/2023,Electronics,7,69.62,0,4,1,Referral,Germany,345.5,22.63,8,0,2,509.97,,8,,487.34,0,509.97
INV107026,CUST1222,1/22/2023,Clothing,5,29.81,22.7,5,1,Email,UK,271.3,20.55,6,0,3,135.77,,39.83435,,149.05,33.83435,135.77
INV104519,CUST1608,1/22/2023,Electronics,8,115.47,26.9,2,0,Organic,UK,375,15.43,11,310.88,4,690.7,,259.49144,,923.76,248.49144,690.70
INV100334,CUST1584,1/22/2023,Electronics,7,113.88,23.3,,0,Email,UK,282.4,15.68,9,320.83,3,627.1,,194.73828,,797.16,185.73828,627.10
INV108693,CUST1015,1/22/2023,Electronics,3,77.2,10.6,4,0,Email,Germany,83,13.65,3,145.94,1,220.7,,27.5496,,231.6,24.5496,220.70
INV104756,CUST1031,1/22/2023,Clothing,8,53.26,31.4,4,0,Organic,USA,417.2,14.62,8,236.47,3,306.91,,141.78912,,426.08,133.78912,306.91
INV102203,CUST1029,1/22/2023,Clothing,8,20.31,0,2,0,nan,France,349.6,10.67,11,62.07,1,173.15,,11,,162.48,0,173.15
INV106089,CUST1888,1/22/2023,Electronics,5,145.24,31.9,,0,Ads,UK,177.8,7.17,6,254.91,3,501.71,,237.6578,,726.2,231.6578,501.71
INV106410,CUST1266,1/22/2023,Sports,1,27.92,0,,1,Referral,Germany,75.2,14.88,2,0,4,42.8,,2,,27.92,0,42.80
INV102417,CUST1480,1/22/2023,Toys,5,24.84,21.4,3,1,Referral,UK,346.3,6.76,7,0,4,104.38,,33.5788,,124.2,26.5788,104.38
INV109172,CUST1452,1/22/2023,Clothing,5,32.48,5.3,4,0,Organic,Germany,191.1,12.97,5,203.02,5,166.76,,13.6072,,162.4,8.6072,166.76
INV102327,CUST1427,1/22/2023,Sports,10,34.3,0,4,0,Email,UK,442.8,3.57,10,201.56,4,346.57,,10,,343,0,346.57
INV106943,CUST1047,1/22/2023,Home,7,49.45,0,4,1,Ads,UK,429.8,7.58,11,0,5,353.73,,11,,346.15,0,353.73
INV108263,CUST1833,1/22/2023,Home,2,33.86,7.7,,1,Email,USA,71.5,17.36,4,0,6,79.87,,9.21444,,67.72,5.21444,79.87
INV102528,CUST1678,1/22/2023,Clothing,9,32.64,24.5,,0,Email,UK,330.9,2.63,9,268.04,2,224.42,,80.9712,,293.76,71.9712,224.42
INV103912,CUST1752,1/22/2023,Electronics,4,111.56,43,4,1,Referral,Germany,182,12.72,4,0,5,267.08,,195.8832,,446.24,191.8832,267.08
INV102761,CUST1439,1/22/2023,Clothing,8,34.77,33.1,3,0,Organic,UK,229.3,24.9,9,289.38,3,210.99,,101.07096,,278.16,92.07096,210.99
INV102632,CUST1584,1/22/2023,Clothing,5,35.34,37.2,,0,Email,USA,168.3,14.33,7,196.49,3,125.3,,72.7324,,176.7,65.7324,125.30
INV108298,CUST1879,1/22/2023,Clothing,11,27.06,0,1,0,Ads,Germany,310,3.01,11,435.08,4,300.67,,11,,297.66,0,300.67
INV107574,CUST1152,1/23/2023,Home,11,55.55,8.3,4,0,Ads,USA,393.9,17.8,12,436.67,3,578.13,,62.71715,,611.05,50.71715,578.13
INV100515,CUST1556,1/23/2023,Electronics,9,166.13,52.3,3,0,nan,USA,303.1,6.78,11,364.6,2,719.98,,792.97391,,1495.17,781.97391,719.98
INV100557,CUST1052,1/23/2023,Beauty,8,33.52,31.5,3,0,Ads,USA,214.7,4.72,10,359.82,3,188.41,,94.4704,,268.16,84.4704,188.41
INV101903,CUST1664,1/23/2023,Clothing,12,25.89,0,4,0,nan,USA,460.9,11.26,12,370.17,3,321.94,,12,,310.68,0,321.94
INV105857,CUST1166,1/23/2023,Sports,5,50.98,37.3,3,1,Social,UK,321.3,3.94,6,0,1,163.76,,101.0777,,254.9,95.0777,163.76
INV101866,CUST1014,1/23/2023,Clothing,5,39.27,10.3,1,0,Referral,USA,158.8,8,6,232.58,4,184.13,,26.22405,,196.35,20.22405,184.13
INV104503,CUST1547,1/23/2023,Clothing,3,27.36,0,2,1,Referral,USA,264.9,6.53,6,0,1,88.61,,6,,82.08,0,88.61
INV106503,CUST1004,1/23/2023,Electronics,3,90.31,12.1,4,1,Ads,USA,230,7.12,3,0,4,245.27,,35.78253,,270.93,32.78253,245.27
INV105383,CUST1314,1/23/2023,Clothing,13,27.57,0,1,0,Email,USA,565.8,19.72,14,268.67,2,378.13,,14,,358.41,0,378.13
INV109396,CUST1984,1/23/2023,Home,9,73.14,49.5,3,0,Organic,USA,335.3,17.64,9,416.93,2,350.06,,334.8387,,658.26,325.8387,350.06
INV106319,CUST1671,1/23/2023,Electronics,11,169.42,43.6,4,0,Email,USA,335,8.39,12,339.5,6,1059.47,,824.53832,,1863.62,812.53832,1059.47
INV107639,CUST1902,1/23/2023,Home,12,36.12,0,5,0,Email,USA,505,17.08,13,332.55,2,450.52,,13,,433.44,0,450.52
INV105624,CUST1030,1/23/2023,Electronics,2,67.04,0,2,0,Organic,France,83.7,14.12,2,99.35,1,148.2,,2,,134.08,0,148.20
INV101435,CUST1185,1/23/2023,Electronics,10,118,8.8,3,0,Ads,France,455.3,0,11,249.69,1,1076.16,,114.84,,1180,103.84,1076.16
INV101969,CUST1465,1/23/2023,Sports,6,49.66,51.7,5,0,Email,UK,238,11.32,6,161.72,3,155.23,,160.04532,,297.96,154.04532,155.23
INV105862,CUST1034,1/23/2023,Electronics,3,48.38,0,4,1,Organic,UK,138.7,10.13,5,0,2,155.27,,5,,145.14,0,155.27
INV104725,CUST1191,1/23/2023,Clothing,6,48.98,27,4,1,Ads,France,307.2,16.27,7,0,3,230.8,,86.3476,,293.88,79.3476,230.80
INV104057,CUST1593,1/23/2023,Beauty,27,89.16,0,5,0,Social,UK,383.7,13.42,10,218.29,3,2420.74,,10,,2407.32,0,2420.74
INV100456,CUST1240,1/23/2023,Home,10,50.88,0,4,0,Organic,France,455.2,9.58,11,109.32,4,518.38,,11,,508.8,0,518.38
INV101921,CUST1686,1/23/2023,Clothing,7,30.66,0,1,0,Ads,UK,,7.66,8,209.82,3,222.28,,8,,214.62,0,222.28
INV105438,CUST1325,1/24/2023,Clothing,7,30.45,32,4,0,Ads,USA,239.2,4.33,8,304.8,1,149.27,,76.208,,213.15,68.208,149.27
INV100356,CUST1661,1/24/2023,Electronics,10,79.87,0,1,0,nan,USA,373,16.38,11,245.45,2,815.08,,11,,798.7,0,815.08
INV107871,CUST1005,1/24/2023,Clothing,2,36.6,50.6,4,1,Referral,France,30,8.26,3,0,3,44.42,,40.0392,,73.2,37.0392,44.42
INV103959,CUST1248,1/24/2023,Clothing,10,31.02,0,4,0,Ads,UK,473,12.51,11,261.67,3,322.71,,11,,310.2,0,322.71
INV107862,CUST1879,1/24/2023,Sports,7,36.54,0,3,0,Email,USA,278.7,17.42,7,143.46,5,273.2,,7,,255.78,0,273.20
INV108852,CUST1538,1/24/2023,Beauty,2,20.95,0,3,1,Ads,UK,130.6,9.56,3,0,2,51.46,,3,,41.9,0,51.46
INV107047,CUST1727,1/24/2023,Electronics,10,92.6,0,4,1,Ads,France,435.5,13.37,11,0,1,939.37,,11,,926,0,939.37
INV100205,CUST1656,1/24/2023,Electronics,5,83.94,0,4,1,Email,USA,,9.36,5,0,4,429.06,,5,,419.7,0,429.06
INV105173,CUST1080,1/24/2023,Beauty,12,22.65,0,3,0,Email,France,469.6,16.61,14,440.02,1,288.41,,14,,271.8,0,288.41
INV105639,CUST1102,1/24/2023,Beauty,12,28.36,6.7,4,0,Ads,France,497.3,9.9,13,322.55,3,327.42,,35.80144,,340.32,22.80144,327.42
INV101283,CUST1503,1/24/2023,Home,3,30.88,0,,0,Social,USA,32.3,12.82,3,287.23,2,105.46,,3,,92.64,0,105.46
INV106253,CUST1885,1/24/2023,Clothing,5,19.86,0,4,1,Social,USA,308.9,0,7,0,3,99.3,,7,,99.3,0,99.30
INV103671,CUST1514,1/24/2023,Clothing,8,30.37,9.1,4,1,Social,Germany,423.2,19.6,9,0,5,240.45,,31.10936,,242.96,22.10936,240.45
INV100898,CUST1079,1/24/2023,Clothing,8,55.8,53.2,3,0,nan,UK,273.2,11.58,8,420.66,5,220.5,,245.4848,,446.4,237.4848,220.50
INV101513,CUST1564,1/24/2023,Clothing,9,31.13,37.2,3,0,Organic,UK,259.3,13.78,10,242.39,2,189.73,,114.22324,,280.17,104.22324,189.73
INV109395,CUST1423,1/24/2023,Home,13,33.39,16.7,3,0,Email,Australia,373.1,0,13,455.05,2,361.58,,85.48969,,434.07,72.48969,361.58
INV100874,CUST1850,1/24/2023,Toys,8,34.03,23.2,4,0,Organic,UK,307.6,7.05,8,295.51,7,216.13,,71.15968,,272.24,63.15968,216.13
INV105784,CUST1988,1/25/2023,Clothing,9,28.58,0,3,0,Social,Canada,233.4,20.59,10,478.48,3,277.81,,10,,257.22,0,277.81
INV108437,CUST1906,1/25/2023,Clothing,3,31.15,18.1,4,1,Organic,USA,192.4,10.7,4,0,2,87.24,,20.91445,,93.45,16.91445,87.24
INV107582,CUST1877,1/25/2023,Electronics,9,148.83,38.5,4,1,Email,UK,470.8,14.96,10,0,6,838.73,,525.69595,,1339.47,515.69595,838.73
